1.8183e+00,-4.8656e-08,2.7131e-08,3.9313e-01,-3.2415e-01,-8.3665e-08,2.3911e-01,-2.3106e-07,-3.2489e-01,-1.8216e-07
-4.8656e-08,1.3462e+00,-4.7243e-01,2.6464e-01,-4.4181e-08,2.6136e-01,-3.0817e-07,1.0955e-01,-2.7349e-07,-1.4157e-08
2.7131e-08,-4.7243e-01,1.8092e+00,7.5205e-02,2.6804e-01,5.4359e-01,-2.5067e-07,1.7796e-02,2.4757e-01,9.2785e-09
3.9313e-01,2.6464e-01,7.5205e-02,1.7143e+00,-2.6805e-07,2.0997e-08,8.6162e-07,-6.9691e-01,-1.4465e-02,7.5109e-08
-3.2415e-01,-4.4181e-08,2.6804e-01,-2.6805e-07,1.3228e+00,4.5140e-02,3.5577e-01,1.9461e-07,-2.5464e-01,-2.2242e-07
-8.3665e-08,2.6136e-01,5.4359e-01,2.0997e-08,4.5140e-02,2.5188e+00,8.0142e-08,-1.6869e-07,-4.1402e-07,-1.3103e-01
2.3911e-01,-3.0817e-07,-2.5067e-07,8.6162e-07,3.5577e-01,8.0142e-08,1.6722e+00,-1.8594e-01,1.2430e-06,-1.4228e-07
-2.3106e-07,1.0955e-01,1.7796e-02,-6.9691e-01,1.9461e-07,-1.6869e-07,-1.8594e-01,3.1290e+00,-6.4316e-01,-4.1115e-07
-3.2489e-01,-2.7349e-07,2.4757e-01,-1.4465e-02,-2.5464e-01,-4.1402e-07,1.2430e-06,-6.4316e-01,8.1949e-01,5.0991e-01
-1.8216e-07,-1.4157e-08,9.2785e-09,7.5109e-08,-2.2242e-07,-1.3103e-01,-1.4228e-07,-4.1115e-07,5.0991e-01,3.1996e+00
