4.7736e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,3.3251e+00,3.5622e-08,9.7229e-01,4.9550e-09,-5.3772e-16,4.9056e-19,-5.6310e-09,7.2935e-32,-3.8095e-12
0.0000e+00,3.5622e-08,4.2489e+00,4.7247e-01,7.5994e-09,-9.4108e-16,2.0005e-19,-1.9648e-08,-5.5708e-33,-1.3379e-11
0.0000e+00,9.7229e-01,4.7247e-01,1.2628e+00,2.1831e-01,-2.0256e-17,8.0247e-18,-4.5806e-01,1.6786e-32,-3.2527e-04
0.0000e+00,4.9550e-09,7.5994e-09,2.1831e-01,3.8567e+00,3.8956e-15,-1.4679e-17,-2.1925e-09,-8.5346e-33,-1.4888e-12
0.0000e+00,-5.3772e-16,-9.4108e-16,-2.0256e-17,3.8956e-15,4.8775e+00,2.3493e-16,-1.7173e-16,-2.1898e-17,-5.1188e-17
0.0000e+00,4.9056e-19,2.0005e-19,8.0247e-18,-1.4679e-17,2.3493e-16,3.6188e+00,-3.9723e-17,7.4714e-17,-1.0791e-15
0.0000e+00,-5.6310e-09,-1.9648e-08,-4.5806e-01,-2.1925e-09,-1.7173e-16,-3.9723e-17,2.6461e+00,3.7370e-32,7.0245e-13
0.0000e+00,7.2935e-32,-5.5708e-33,1.6786e-32,-8.5346e-33,-2.1898e-17,7.4714e-17,3.7370e-32,3.7701e+00,1.6576e-30
0.0000e+00,-3.8095e-12,-1.3379e-11,-3.2527e-04,-1.4888e-12,-5.1188e-17,-1.0791e-15,7.0245e-13,1.6576e-30,2.7568e+00
