6.2110e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
0.0000e+00,5.9496e+00,-9.4057e-16,-1.9800e-15,3.7839e-16,9.5891e-16,9.0925e-18,-2.9058e-32,1.2857e-48,-7.2225e-16
0.0000e+00,-9.4057e-16,4.7126e+00,-2.1698e-15,-4.0470e-15,-2.3823e-15,1.2256e-15,4.8329e-31,-1.4541e-47,-3.2353e-16
0.0000e+00,-1.9800e-15,-2.1698e-15,3.5556e+00,-1.8068e-03,2.6724e-01,2.0490e-29,7.6804e-45,1.1204e-61,-6.1284e-13
0.0000e+00,3.7839e-16,-4.0470e-15,-1.8068e-03,2.3085e+00,7.2739e-01,-1.5592e-30,-4.2875e-46,2.4596e-62,-3.9113e-13
0.0000e+00,9.5891e-16,-2.3823e-15,2.6724e-01,7.2739e-01,2.1660e+00,-1.3355e-30,8.2730e-46,-1.9215e-62,-4.9252e-01
0.0000e+00,9.0925e-18,1.2256e-15,2.0490e-29,-1.5592e-30,-1.3355e-30,3.9487e+00,-1.4242e-15,6.9039e-32,1.0981e-29
0.0000e+00,-2.9058e-32,4.8329e-31,7.6804e-45,-4.2875e-46,8.2730e-46,-1.4242e-15,6.4139e+00,2.1251e-31,-3.0600e-46
0.0000e+00,1.2857e-48,-1.4541e-47,1.1204e-61,2.4596e-62,-1.9215e-62,6.9039e-32,2.1251e-31,2.7624e+00,1.8190e-61
0.0000e+00,-7.2225e-16,-3.2353e-16,-6.1284e-13,-3.9113e-13,-4.9252e-01,1.0981e-29,-3.0600e-46,1.8190e-61,3.2565e+00
