2.6481e+00,-5.5771e-01,-1.2919e-07,5.2408e-08,-2.7730e-07,3.0154e-08,-1.4384e-01,7.7961e-07,3.7408e-02,9.5012e-08,-6.1381e-01,2.5021e-07,2.7775e-02,6.1377e-08,-4.8482e-07,1.0798e-08,-3.0306e-02,-2.1782e-07,1.4549e-02,7.8578e-08,-4.1303e-01,9.4838e-08,2.0534e-02,-3.4429e-02,-5.0174e-07,-2.8933e-03,-6.3501e-02,-1.9128e-07,4.8780e-02,7.1329e-08,-3.8917e-01,-2.2794e-09,1.4352e-02,-5.0262e-02,-3.9588e-07,-4.2528e-02,-6.3128e-02,-2.4451e-07,1.7585e-02,7.3723e-08,-5.2919e-01,-7.9951e-03,5.4116e-02,-1.8815e-02,-1.6302e-07,-6.7670e-02,-6.4707e-02,-2.0753e-07,8.8182e-02,9.2503e-08
-5.5771e-01,2.5149e+00,-1.0860e-07,2.3738e-02,-2.5705e-07,9.2621e-08,9.8181e-08,1.1136e-01,-8.5516e-08,1.0196e-01,2.9159e-07,-5.2650e-01,-3.9981e-08,4.2675e-08,-4.0396e-07,8.5156e-08,3.0588e-08,-2.3512e-07,-5.2419e-08,4.8898e-09,1.7438e-07,-3.2125e-01,-5.6936e-08,2.3140e-08,-4.1029e-07,5.4193e-08,5.5479e-08,-1.9520e-07,-6.9704e-08,-6.4490e-10,1.4667e-07,-2.9979e-01,-6.8094e-09,3.6964e-08,-3.3833e-07,6.0171e-08,8.6748e-09,-2.2061e-07,-2.2998e-08,-2.9185e-09,2.0953e-07,-4.7388e-01,-3.8588e-08,-6.4741e-08,-1.8343e-07,8.0515e-08,-1.4884e-02,-1.8901e-07,-6.4457e-08,1.1704e-02
-1.2919e-07,-1.0860e-07,3.0494e+00,1.5761e-01,2.2096e-07,4.2589e-01,-2.4807e-08,-2.9392e-07,-2.7568e-01,-8.5724e-08,-1.4760e-07,-1.1063e-07,-4.8082e-01,-2.3614e-07,8.2791e-08,1.7903e-02,-9.4595e-09,-3.9640e-09,-4.3506e-02,-6.7901e-08,-1.0615e-07,-8.4412e-08,-3.7637e-01,-1.6131e-07,-1.3917e-02,7.8481e-03,-1.1117e-08,-1.6901e-08,-1.9966e-02,-6.2847e-08,1.9896e-02,-4.2519e-08,-3.4985e-01,-1.6283e-07,-1.6896e-02,-2.1044e-07,8.3386e-09,7.3405e-09,-1.9373e-02,-6.5181e-08,7.4300e-02,-2.4214e-08,-2.8965e-01,-1.3635e-07,-1.6288e-02,-3.4318e-07,-8.0743e-09,1.7605e-08,1.6930e-07,-7.1011e-08
5.2408e-08,2.3738e-02,1.5761e-01,2.1841e+00,-3.7371e-08,1.2806e-07,8.0464e-09,-3.1336e-01,1.4756e-02,2.1907e-07,3.9556e-08,7.5386e-08,-1.5459e-07,-4.5278e-01,-6.7659e-08,-1.3503e-02,3.1771e-09,-6.6046e-03,4.4476e-08,-2.6180e-09,-3.4884e-02,4.7390e-08,-7.9107e-08,-3.0093e-01,-7.6377e-08,-5.3102e-04,4.7874e-09,-8.2710e-10,2.8037e-08,2.7988e-08,-4.6608e-02,2.7939e-08,-1.2951e-07,-2.4306e-01,-4.6643e-08,-4.2499e-02,-6.5083e-09,-3.8083e-08,5.0605e-08,4.9321e-08,-4.3489e-02,1.2588e-08,-7.4670e-08,-2.3913e-01,1.0519e-08,-1.5384e-02,1.0035e-08,-7.2545e-09,9.4327e-09,9.7707e-08
-2.7730e-07,-2.5705e-07,2.2096e-07,-3.7371e-08,2.6883e+00,3.0818e-01,1.7114e-01,-1.4792e-07,4.1880e-08,1.2119e-08,-2.9039e-07,-2.6348e-07,-4.8552e-03,-4.6829e-08,-5.3393e-01,-1.5776e-07,-2.0715e-08,3.1393e-08,2.8488e-08,-9.0040e-03,-2.8631e-07,-2.5036e-07,5.3959e-09,-2.8520e-08,-4.0429e-01,-1.0619e-07,-2.4928e-09,2.4906e-08,3.0098e-08,-3.5260e-02,-2.7943e-07,-2.2646e-07,-9.2140e-03,-3.0862e-08,-3.6957e-01,-9.6875e-08,-3.4962e-09,4.6824e-08,-4.6493e-10,-5.5906e-02,-2.4796e-07,-2.0697e-07,-2.8634e-02,3.6196e-08,-3.8625e-01,-1.1793e-07,-2.5019e-08,7.2114e-08,3.8202e-08,-9.3955e-02
3.0154e-08,9.2621e-08,4.2589e-01,1.2806e-07,3.0818e-01,2.7875e+00,-1.7191e-08,3.4428e-07,5.4967e-02,7.5767e-08,-1.8657e-02,9.8755e-08,2.9656e-03,-3.1264e-02,-2.1919e-07,-5.2762e-01,-1.1426e-08,-1.0130e-08,1.2753e-07,7.2266e-08,-2.6730e-02,7.8242e-08,-3.4907e-08,-2.9055e-02,-1.8526e-07,-4.4797e-01,-1.2708e-08,-1.2098e-08,7.1008e-08,6.6166e-08,-2.9032e-02,3.9343e-08,7.0904e-03,-3.7514e-03,-1.3444e-07,-3.8588e-01,-2.9865e-08,-4.2192e-08,1.2434e-07,7.0633e-08,-4.0471e-02,1.0395e-08,-2.4315e-07,-3.6367e-02,-5.5468e-08,-3.7330e-01,-9.4896e-09,-5.4453e-08,2.6385e-02,7.7044e-08
-1.4384e-01,9.8181e-08,-2.4807e-08,8.0464e-09,1.7114e-01,-1.7191e-08,2.5945e+00,2.1444e-07,-9.7029e-09,3.8804e-08,-1.1535e-02,5.7510e-08,1.7536e-08,1.0354e-08,-8.2512e-08,-4.7971e-09,-4.6732e-01,-5.4467e-08,4.0566e-09,3.8097e-08,-5.2205e-02,5.5536e-08,1.2705e-09,4.0140e-09,-7.0416e-08,-1.6965e-08,-2.3448e-01,-4.9024e-08,-3.8024e-09,3.4394e-08,-8.6558e-02,2.8678e-08,2.4781e-08,1.1838e-08,-4.8430e-08,-1.4025e-08,-1.6967e-01,-6.3588e-08,1.7936e-08,3.6829e-08,-8.7327e-02,-1.1785e-08,6.8782e-09,-1.4873e-08,-4.6495e-09,-1.1652e-09,-1.5821e-01,-5.4131e-08,-5.5688e-09,3.9358e-08
7.7961e-07,1.1136e-01,-2.9392e-07,-3.1336e-01,-1.4792e-07,3.4428e-07,2.1444e-07,3.2047e+00,-2.4989e-07,-2.8864e-01,7.5561e-07,4.4185e-07,-3.2966e-07,5.7739e-07,-1.3474e-07,3.2859e-07,2.2617e-07,-4.6449e-01,-2.5425e-07,-7.3310e-02,7.6633e-07,4.8318e-07,-3.1071e-07,4.5653e-07,-1.5283e-07,3.3097e-07,2.2624e-07,-3.4342e-01,-2.5790e-07,-5.4504e-02,7.6896e-07,4.9049e-07,-3.2406e-07,4.2997e-07,-1.4450e-07,3.3282e-07,2.2612e-07,-2.8427e-01,-2.6109e-07,-4.9481e-02,7.6707e-07,4.6184e-07,-3.0553e-07,6.3410e-07,-1.3324e-07,3.2584e-07,2.2279e-07,-2.9670e-01,-2.5535e-07,-7.3645e-02
3.7408e-02,-8.5516e-08,-2.7568e-01,1.4756e-02,4.1880e-08,5.4967e-02,-9.7029e-09,-2.4989e-07,2.5850e+00,-4.5504e-08,5.1876e-02,-9.8677e-08,-4.0203e-02,1.4500e-08,1.5519e-07,1.4357e-02,-9.1557e-09,5.1296e-08,-4.9469e-01,-3.6091e-08,3.7528e-03,-5.3384e-08,4.2383e-08,6.8611e-09,1.4122e-07,3.4805e-08,-3.0803e-10,4.3390e-08,-3.0580e-01,-3.3152e-08,5.8957e-02,-4.5896e-08,-1.7740e-03,3.2198e-11,9.5490e-08,4.2108e-08,5.6526e-09,6.2467e-08,-2.6977e-01,-3.4163e-08,5.9860e-02,-1.7361e-09,-3.3274e-02,2.4236e-08,8.1050e-09,1.3638e-02,-3.5969e-09,6.0093e-08,-2.9420e-01,-4.3019e-08
9.5012e-08,1.0196e-01,-8.5724e-08,2.1907e-07,1.2119e-08,7.5767e-08,3.8804e-08,-2.8864e-01,-4.5504e-08,2.4800e+00,7.7378e-08,7.2629e-09,-1.1976e-07,9.5700e-08,-5.2818e-02,6.7390e-08,5.0447e-08,-6.5761e-02,-5.4536e-08,-5.0174e-01,9.1470e-08,2.4658e-08,-1.0595e-07,1.2292e-07,-2.5263e-02,7.5057e-08,5.3460e-08,-4.2164e-02,-5.6211e-08,-3.8061e-01,9.4924e-08,3.8147e-08,-1.2613e-07,1.4491e-07,-5.0746e-02,7.6951e-08,5.8423e-08,-6.5789e-02,-6.7875e-08,-3.1251e-01,1.0173e-07,4.4354e-08,-9.2748e-08,3.3818e-07,-8.3012e-02,7.2800e-08,5.7319e-08,-9.6429e-02,-6.1560e-08,-3.7393e-01
-6.1381e-01,2.9159e-07,-1.4760e-07,3.9556e-08,-2.9039e-07,-1.8657e-02,-1.1535e-02,7.5561e-07,5.1876e-02,7.7378e-08,2.6481e+00,-5.5771e-01,-3.8367e-08,4.2435e-08,-5.1976e-07,4.0590e-08,-1.4384e-01,-2.2450e-07,3.7408e-02,5.9314e-08,-6.1381e-01,1.9150e-07,2.7775e-02,1.8457e-08,-5.2684e-07,2.7216e-08,-3.0306e-02,-2.1641e-07,1.4549e-02,4.9730e-08,-4.1303e-01,2.1159e-08,2.0534e-02,-3.4429e-02,-4.1781e-07,-2.8933e-03,-6.3501e-02,-2.5494e-07,4.8780e-02,5.5287e-08,-3.8917e-01,-4.4814e-08,1.4352e-02,-5.0262e-02,-1.9813e-07,-4.2528e-02,-6.3128e-02,-2.1698e-07,1.7585e-02,7.6031e-08
2.5021e-07,-5.2650e-01,-1.1063e-07,7.5386e-08,-2.6348e-07,9.8755e-08,5.7510e-08,4.4185e-07,-9.8677e-08,7.2629e-09,-5.5771e-01,2.5149e+00,-4.1113e-08,2.3738e-02,-4.1699e-07,8.8605e-08,7.2817e-08,1.1136e-01,-6.0914e-08,1.0196e-01,2.3017e-07,-5.2650e-01,-7.8573e-08,2.1141e-08,-4.2465e-07,7.0509e-08,3.7539e-08,-2.3032e-07,-5.4361e-08,-8.5133e-10,1.2997e-07,-3.2125e-01,-3.8877e-09,3.8749e-08,-3.4791e-07,5.6761e-08,2.3899e-08,-2.2598e-07,-4.3475e-08,-3.9692e-09,1.2186e-07,-2.9979e-01,-4.1540e-08,-7.2377e-08,-1.9612e-07,9.8740e-08,2.7177e-08,-1.6822e-07,-5.1300e-08,5.2775e-10
2.7775e-02,-3.9981e-08,-4.8082e-01,-1.5459e-07,-4.8552e-03,2.9656e-03,1.7536e-08,-3.2966e-07,-4.0203e-02,-1.1976e-07,-3.8367e-08,-4.1113e-08,3.0494e+00,1.5761e-01,1.7928e-07,4.2589e-01,1.9894e-08,-3.8234e-08,-2.7568e-01,-1.1830e-07,-1.9769e-08,-1.7957e-08,-4.8082e-01,-2.1146e-07,-4.6522e-09,1.7904e-02,2.5884e-08,-2.6972e-08,-4.3506e-02,-1.0614e-07,1.8696e-08,1.5038e-08,-3.7637e-01,-1.6044e-07,-1.3917e-02,7.8484e-03,4.0145e-08,-1.0849e-08,-1.9966e-02,-1.0943e-07,1.9896e-02,4.9482e-08,-3.4985e-01,-9.7093e-08,-1.6896e-02,-6.5274e-08,2.7173e-08,9.1034e-09,-1.9373e-02,-1.1910e-07
